,train_loss,validate_loss,validate_accuracy
0,0.4993777567675134,2.944099664040292,9.91
1,0.28129655163508827,0.28893378949780263,91.66
2,0.24187117442662054,0.23991637204694202,93.29
3,0.21460712714916633,0.21505275179050087,93.82
4,0.19326454451471686,0.19022915911163085,95.08
5,0.17671030208121705,0.17861167105415512,95.07
6,0.1629344732850032,0.16548895678825842,95.66
7,0.15111047133532915,0.15570604416725348,95.77
8,0.14220816316538568,0.1515300769677131,95.98
9,0.13355030622265504,0.14524741261290133,95.95
10,0.12589840178130943,0.14154838183889198,96.12
11,0.11957148286012763,0.13890875986262266,96.07
12,0.11392718948014009,0.13189494467028579,96.17
13,0.10870651677479932,0.12948528339533572,96.28
14,0.10474759841913157,0.12910953469779055,96.29
15,0.09970686959133458,0.12375695308102981,96.48
16,0.0969231068994859,0.1252032804831217,96.49
17,0.09336415879955245,0.12118005257287602,96.65
18,0.09016164421195869,0.12929783574665263,96.41
19,0.08733471310848395,0.11788064291523631,96.63
20,0.0847057473770982,0.11805934193509315,96.58
21,0.08252986664044698,0.1159968028500421,96.66
22,0.07971957049583739,0.11996717873312077,96.71
23,0.078442577720861,0.11751353086071094,96.71
24,0.07628085163484633,0.11497573604309819,96.73
25,0.07414245633111884,0.1196621783898552,96.63
26,0.07196504744462541,0.11343347455981198,96.77
27,0.07014279478933994,0.11767451036446873,96.76
28,0.06811924334049936,0.11681355988235116,96.67
29,0.06693518565576034,0.11822435220087327,96.72
30,0.065096196547918,0.11552973588526509,96.75
31,0.06422812691360867,0.11686556257321361,96.64
32,0.0626996116829025,0.11865529302654806,96.47
33,0.061131856825306696,0.11496098240763743,96.73
34,0.060052925978849425,0.11486833566505193,96.68
35,0.05875147263127112,0.11666576045921277,96.69
36,0.0572787661326959,0.11947783177903061,96.58
37,0.055675000709509516,0.12233694230074282,96.51
38,0.05513361897771294,0.12312541421835997,96.64
39,0.0538200756761496,0.11747329193512741,96.68
40,0.052842107827547724,0.12241093301455316,96.64
41,0.0521257431845597,0.12778282261350524,96.72
42,0.050052630276588204,0.12260528598915493,96.59
43,0.05013987119750724,0.12261515991693561,96.72
44,0.04840319131979209,0.12537538697756148,96.66
45,0.04739465339633631,0.12236232234879753,96.77
46,0.04691166183761829,0.12162905187101249,96.65
47,0.04597786172804333,0.12481907132646643,96.67
48,0.044749270471262634,0.12422941928476859,96.56
49,0.04398391843642434,0.12302418638194547,96.68
50,0.04282997148099536,0.1277395409149617,96.53
51,0.04235923831587348,0.12645006831480887,96.62
52,0.041812180979758584,0.13523654104855087,96.49
53,0.04070691598192681,0.12747320522534764,96.74
54,0.03966179876266573,0.12706381619059326,96.76
55,0.039189922669975355,0.13018822834361635,96.72
56,0.03869758464000053,0.12528041559354328,96.67
57,0.0378094382333302,0.12905951337936838,96.72
58,0.03678873871410568,0.13179188387819274,96.72
59,0.036269144114102904,0.1324501573219773,96.71
60,0.03554597181400673,0.12925482981127187,96.8
61,0.03488683405147861,0.12928222519476315,96.67
62,0.03403735956913035,0.13229190997819418,96.62
63,0.03380978554085816,0.13530846955290846,96.71
64,0.03254483456473271,0.13308437788826358,96.67
65,0.03182795811796397,0.1348428080499401,96.59
66,0.03191500380673084,0.13302508656894607,96.72
67,0.031072096185921917,0.13526475156293347,96.72
68,0.03022534436823513,0.13988061680434363,96.61
69,0.02974011757936671,0.13708008934002067,96.57
70,0.029599219695896583,0.13639486780093085,96.73
71,0.02885132426505311,0.13737745757599096,96.72
72,0.028408610216801657,0.1389344334195532,96.68
73,0.02769357248319884,0.13923851056965833,96.62
74,0.02753634923046971,0.13750132871170115,96.66
75,0.026708198182426163,0.13932940653710407,96.65
76,0.026100145068525912,0.14119962499137262,96.73
77,0.02557788398173729,0.14339888307705734,96.66
78,0.02530561082462737,0.14307595469479398,96.66
79,0.024645160726949288,0.14538483205309674,96.54
80,0.024227040249413773,0.14112496530572333,96.65
81,0.02365080240584088,0.14572759152782216,96.61
82,0.023783951238048644,0.14887870932949607,96.56
83,0.02275164185856516,0.14505321481429437,96.72
84,0.02249299412668857,0.14754188298470125,96.63
85,0.022371249112869227,0.15241768128025177,96.6
86,0.021747687285466347,0.14560248114856186,96.68
87,0.021445009838872,0.14797524849826135,96.61
88,0.0206818605604682,0.15096780621451025,96.6
89,0.02045039526489947,0.15208829278882266,96.57
90,0.020252403612026255,0.15313069333707569,96.43
91,0.01942095456021624,0.1530654157366619,96.58
92,0.01944765931280688,0.15439488970201393,96.62
93,0.018827899078770055,0.15448474960443256,96.62
94,0.01828172068268491,0.15323407257099578,96.62
95,0.01792455669665117,0.15504830128292646,96.57
96,0.01784790141413639,0.1568176202219735,96.47
97,0.017368089549126386,0.15818086707620066,96.59
98,0.01731344565454885,0.15710870792589493,96.49
99,0.016657094084272798,0.1597813352691105,96.43
