,train_loss,validate_loss,validate_accuracy
0,0.47488587005418165,2.7745149842026255,8.29
1,0.2859438675828171,0.28547852610595176,91.77
2,0.24477779088156545,0.24097817329854446,93.24
3,0.21629528502997478,0.2117972692952159,94.07
4,0.19472352150996783,0.19575637516715924,94.53
5,0.17816131580642833,0.1802904466991052,95.09
6,0.16603736397568275,0.1673644651422943,95.45
7,0.1554214532352236,0.15638082217275462,95.86
8,0.1465588867419729,0.1493100615157354,95.93
9,0.13920473712422868,0.14321411049389618,96.15
10,0.13367896882493976,0.1409573354448157,96.16
11,0.1285934731361831,0.13667120980921846,96.19
12,0.12431946379776769,0.1368696000337543,96.22
13,0.12108782367793935,0.13140818904588483,96.4
14,0.11803479666592222,0.12940412309494911,96.44
15,0.11522052258605554,0.12616407132955804,96.58
16,0.11314052816570656,0.1250511875810073,96.58
17,0.11073126267497606,0.12302828224566578,96.58
18,0.1086577532575145,0.12196473988287934,96.63
19,0.10718216503883499,0.11977567870982696,96.72
20,0.10529075749537388,0.12055489955295236,96.71
21,0.10384095778281315,0.11709790340748437,96.75
22,0.10275053062804615,0.11575775624480439,96.94
23,0.10144586625458382,0.11546404093265573,96.87
24,0.10027999011784046,0.11421032938795626,96.91
25,0.09956990450559162,0.1184338657292363,96.88
26,0.09843474280620676,0.11465254224490254,96.85
27,0.09711640382557075,0.11400046868376935,96.94
28,0.0962248023919648,0.11309112962180096,96.86
29,0.0958241488395162,0.11243987769322446,97.07
30,0.09506279515745451,0.10861128374247506,96.98
31,0.0942671825149219,0.1100204312571136,97.07
32,0.09414373534741663,0.11307315261133678,96.84
33,0.09374395060215943,0.10981832942202484,97.09
34,0.09277599985552147,0.10957192595428741,97.11
35,0.0924201709471154,0.10717460597097772,97.17
36,0.09172001562354942,0.10990575903601207,97.06
37,0.09104185259511648,0.10662214954103369,97.02
38,0.0907044067051323,0.10782366612549611,97.07
39,0.09049975331463025,0.1084654124072975,97.07
40,0.09006937782480857,0.1097645103381516,97.1
41,0.08943119143125536,0.10697996250613476,97.11
42,0.0892041310071045,0.10716247688480912,97.19
43,0.0891590302182553,0.10588400215868105,96.98
44,0.08879866918347096,0.10817216092136785,97.07
45,0.08879722838271584,0.10965288003921396,97.11
46,0.08802932866589529,0.10527666534384503,97.14
47,0.08771491754290205,0.10619321022749972,97.11
48,0.08763156285945023,0.10603878437352617,97.18
49,0.08741740056849569,0.10380726067965229,97.18
50,0.08733865098888094,0.10342088694099127,97.24
51,0.08681350643587142,0.10607369012013883,97.11
52,0.0868338234043873,0.10502109552183694,97.11
53,0.0869003735955893,0.10786271096990672,97.14
54,0.08649080610343743,0.10678651877270345,97.17
55,0.08638913785587117,0.10391137727705652,97.17
56,0.0862143459347061,0.10450597170498951,97.14
57,0.08610013719954128,0.10186180186699205,97.24
58,0.08598196203163598,0.10276180896201349,97.11
59,0.08570609421543213,0.10197768870151232,97.24
60,0.08555698840955706,0.10317873392690721,97.23
61,0.08555436807469245,0.10483667195612367,97.11
62,0.08538315114200072,0.10452990465684167,97.18
63,0.08486229111531902,0.10560313380067489,97.18
64,0.08489382298263379,0.1034322184871003,97.19
65,0.08462292235203962,0.10271396303235512,97.21
66,0.08470051871366013,0.10708199670115384,97.13
67,0.08453979658785385,0.10226942525026161,97.2
68,0.08466851299111505,0.10357935869819727,97.15
69,0.08432538325422913,0.10360919562044901,97.16
70,0.08435158647767971,0.10240555039749268,97.23
71,0.08436601293856724,0.10137055875114362,97.18
72,0.08429916114593303,0.10127270997343718,97.26
73,0.08416671287029727,0.1035640897740326,97.12
74,0.08363786922817701,0.10070913186514771,97.23
75,0.08392623979971887,0.10390119543712922,97.2
76,0.08354966672779521,0.10232382310028595,97.26
77,0.08361625203841562,0.09981460173240334,97.22
78,0.08342155162176634,0.10337959472176383,97.19
79,0.08317485105766502,0.10172687268211497,97.17
80,0.08341918740328527,0.09980696010691167,97.32
81,0.08341607774560739,0.10168289609513434,97.21
82,0.08317861272928805,0.10092549411161351,97.31
83,0.08318973668803677,0.10029924532533471,97.29
84,0.08311014391213263,0.10230414479962759,97.2
85,0.08314110049662961,0.10147050080843818,97.18
86,0.08285329020538676,0.09987415121668237,97.26
87,0.08245734701059643,0.10061518670974533,97.26
88,0.08274924124433844,0.10153467985574273,97.25
89,0.08268221562365775,0.10017463238957214,97.27
90,0.08229620281198353,0.1002814850149936,97.27
91,0.08212924398421419,0.10238420139943491,97.18
92,0.0822666839444826,0.10391876032660886,97.23
93,0.08207017552629368,0.1018113338172662,97.12
94,0.08199681102195404,0.10250044389550171,97.3
95,0.08158120925545759,0.10080618464015201,97.28
96,0.08179473005354067,0.10079793064193725,97.27
97,0.08154117453331201,0.10303878234926195,97.26
98,0.08134771229779351,0.10595831714788015,97.0
99,0.08168972848689787,0.10010469079995422,97.18
