,train_loss,validate_loss,validate_accuracy
0,0.36328831698606634,2.6391696412369825,9.52
1,0.19772576563200325,0.20717373454527624,94.05
2,0.15363481597410186,0.18491063969941932,94.86
3,0.12758686487147375,0.14535218326050428,95.8
4,0.1091831200782043,0.12387840266346124,96.46
5,0.09596115242985749,0.11583045505783705,96.7
6,0.08526995893158444,0.10798641920017774,96.86
7,0.07682051387552184,0.10071304580154707,97.01
8,0.06988678807797416,0.09739279698546209,97.11
9,0.06362761693616835,0.11098584716752861,96.7
10,0.05899835826774007,0.10609368791362911,96.92
11,0.05460193778670704,0.09925022985946558,97.02
12,0.04964061539788863,0.0958525926955607,97.21
13,0.04632814583143896,0.09794378265478315,97.28
14,0.04265431975098999,0.10372285153784337,97.04
15,0.039792842325690025,0.1015029838646526,97.26
16,0.03630104387253249,0.10154755774302406,97.3
17,0.03456695515406248,0.09949835872642263,97.3
18,0.031457175084720006,0.10122116165104846,97.19
19,0.030054008594183133,0.10203546557130656,97.24
20,0.027048663309830086,0.10050796322546043,97.27
21,0.024610949536119288,0.10062527943638735,97.27
22,0.023157713726508235,0.101750249438881,97.4
23,0.021582353600651517,0.10638210398912949,97.34
24,0.020185177669200662,0.107467226216452,97.15
25,0.018187011254801346,0.1136905891292251,97.15
26,0.01689992318121157,0.10993995826891376,97.24
27,0.015680370216854027,0.11138584667667632,97.33
28,0.014516395104961916,0.10827557959525877,97.42
29,0.0135569238647921,0.11333033914238638,97.2
30,0.012723303609962665,0.1113882915528259,97.22
31,0.01136298405161995,0.1118183491128302,97.21
32,0.010424850943810463,0.11524897196381009,97.17
33,0.009937069677337785,0.11513185204522058,97.32
34,0.008369116155145037,0.11766585617244792,97.18
35,0.008209563888194623,0.11625904977913344,97.34
36,0.007298030601978906,0.11934618527497737,97.25
37,0.0073350690731188535,0.11644267103978716,97.22
38,0.0067489825894728305,0.11851615176541468,97.27
39,0.0058521725841841135,0.12018778585085933,97.37
40,0.0057085295455566384,0.11792141216246244,97.41
41,0.005382847177538686,0.12200533591190238,97.35
42,0.0051873829300397335,0.13021925882267277,97.23
43,0.004792170095507258,0.12356168387210019,97.29
44,0.0044355473833432735,0.12693169674947644,97.28
45,0.004142803817264565,0.12513621477972334,97.24
46,0.004050569502913808,0.12808517304895578,97.26
47,0.003772085794970968,0.12603374739338466,97.33
48,0.0034061949495009323,0.13003310864545922,97.34
49,0.003280148146597525,0.12992314966148466,97.38
50,0.003193259658739526,0.1274596068805752,97.27
51,0.003026305567308575,0.12953564297117315,97.27
52,0.002931949680768673,0.12938661409130675,97.28
53,0.0027571855817051317,0.13047596767314934,97.21
54,0.0026959249643227186,0.12997287933055537,97.26
55,0.002636633085877544,0.13537318793342015,97.3
56,0.0024875451293242838,0.13290523725865772,97.12
57,0.002389448731085692,0.1337084251809873,97.41
58,0.002297310112858415,0.13319283142883734,97.34
59,0.0021986931217537545,0.1338648249777503,97.2
60,0.0021318209183435427,0.13548925817255403,97.26
61,0.0020506951453379755,0.1352156406969096,97.18
62,0.0020302432650274194,0.1348180364551187,97.14
63,0.001975939043498204,0.13656063955838343,97.19
64,0.001896508682631827,0.1357790723750362,97.31
65,0.0018331943305420035,0.13672237073965815,97.19
66,0.0018123029920466538,0.13796448687358792,97.23
67,0.0017633261047141722,0.13852023403559263,97.22
68,0.001693820202806942,0.13972979183714931,97.22
69,0.0016866271074850957,0.1396642394219074,97.23
70,0.00161907365686654,0.14215782574522473,97.13
71,0.001597726197818118,0.1404178009022187,97.23
72,0.0015399289534429477,0.14154810210784974,97.26
73,0.001518148636868811,0.14223159382393946,97.29
74,0.0014685260244271592,0.1405181520180174,97.25
75,0.0014393596063703735,0.14207567352708078,97.25
76,0.0014105384195158288,0.14357365669928046,97.19
77,0.0013789977053071647,0.14356539231393373,97.25
78,0.0013562340501361715,0.14316684706414898,97.23
79,0.0013088718434671142,0.14373386194096727,97.27
80,0.0013119152163218095,0.14449009756559997,97.23
81,0.001268415172811136,0.14482776024118954,97.24
82,0.0012478955604935862,0.1445520298337352,97.28
83,0.001221928553688818,0.14600514895555702,97.23
84,0.0012030252560159757,0.1451154394619965,97.3
85,0.0011710085832667577,0.14522753830247628,97.27
86,0.0011574238475031847,0.14641124499877806,97.24
87,0.0011316888295407647,0.14688577251951201,97.21
88,0.0011180021185138661,0.14621928526557484,97.28
89,0.0010954605984629998,0.14770494545261864,97.26
90,0.0010870598174519566,0.14841560758480576,97.27
91,0.0010589712126611148,0.14767760292946458,97.19
92,0.001045854548361436,0.14866664481479436,97.23
93,0.0010312775050350103,0.1496737501438593,97.22
94,0.001006697588578309,0.14856141812314877,97.25
95,0.0009936079022930357,0.14986152075640008,97.25
96,0.000975476276573978,0.15035030795770168,97.23
97,0.0009609268634343097,0.14958258129125976,97.22
98,0.0009430564632240349,0.15069863230817285,97.23
99,0.0009358277829307847,0.14986689380721982,97.3
