,train_loss,validate_loss,validate_accuracy
0,0.38466892624074395,3.2880990263921652,9.92
1,0.23326392482504557,0.27145213573095583,92.28
2,0.18871284403617142,0.19411266105686567,94.77
3,0.1632992230485135,0.17282817125192668,95.15
4,0.14832927085187997,0.15957901467119667,95.32
5,0.13815950432272003,0.15138691986550307,95.65
6,0.1289631507133595,0.13615858203343373,96.22
7,0.12309830421210412,0.13693991713488635,96.22
8,0.1196323969770001,0.12873813308164678,96.46
9,0.11557578910311704,0.12555981316215475,96.59
10,0.11222667898922127,0.13737617482588754,96.1
11,0.10936896428457445,0.1173778231594887,96.72
12,0.10834933468329441,0.12462844483978643,96.63
13,0.10596933984320046,0.11836660764337796,96.79
14,0.10435113262339284,0.11595425643118472,96.85
15,0.10305463435455259,0.11853530195225864,96.76
16,0.10221275715306896,0.1166734426436488,96.81
17,0.1011294408443841,0.1075607699118615,97.11
18,0.1006353550436417,0.11802273394545203,96.74
19,0.099109144353746,0.12089784916840272,96.61
20,0.09896140437487064,0.10942696729185251,97.04
21,0.09828165650571048,0.10661163218550844,97.07
22,0.09734974650859422,0.10884953104349514,97.19
23,0.09721613551011533,0.10869734824278802,97.22
24,0.09660306446296785,0.11082217405069827,96.93
25,0.09648390074646157,0.11083748941179483,97.01
26,0.0961648179228587,0.10444017735459228,97.16
27,0.09512401222878811,0.1081295852803453,97.0
28,0.09585061922149185,0.10782674451178897,97.05
29,0.09380221017739108,0.10857010690114173,97.02
30,0.0935305503156486,0.12183821811396026,96.58
31,0.09343825394454276,0.10942754348073734,97.03
32,0.09284336457538991,0.11138411388930422,96.92
33,0.09174714202701267,0.10494686231352653,97.24
34,0.09169290196903943,0.10386185118507986,97.17
35,0.09122799590153619,0.1001961878663279,97.39
36,0.09046956073184532,0.10809476724948722,96.99
37,0.09050915185915502,0.11415880494809753,97.07
38,0.0904281578762029,0.11015937350051745,97.01
39,0.09034458557168352,0.10569774768990944,97.0
40,0.08935515347924469,0.10234076577767477,97.25
41,0.08893985991420457,0.1097885840167094,96.98
42,0.0892563491785009,0.10206731311365697,97.17
43,0.08881395131342641,0.10045518271752212,97.3
44,0.08826664038400991,0.10144495033548605,97.3
45,0.0885979812463764,0.100713810710115,97.3
46,0.08786034746299887,0.10102543475368228,97.17
47,0.08745075608297848,0.10179654798366929,97.12
48,0.08760319525998184,0.09975700560449653,97.25
49,0.08800587957137343,0.09593700699596386,97.28
50,0.08700647412676972,0.09759383989513709,97.33
51,0.08735478706897473,0.09762056138485342,97.36
52,0.08649624592544829,0.09863782108977814,97.27
53,0.08628925617154135,0.10139547292098708,97.21
54,0.08675818938563148,0.10293563020842571,97.07
55,0.08658413226479396,0.099724066527918,97.34
56,0.08599569095591379,0.10092894485104094,97.24
57,0.08603444797061945,0.09664817237322076,97.36
58,0.08562859352754372,0.10319005236802696,97.17
59,0.08530444967671298,0.10006198312259568,97.26
60,0.0858108319570842,0.09833404508977658,97.36
61,0.0855410483620382,0.10825449618915936,96.87
62,0.08602385063944427,0.09848921072234565,97.38
63,0.08508192341997367,0.09417029407845023,97.49
64,0.0848041892018354,0.10124373516011982,97.24
65,0.08549110733657073,0.0969833910393471,97.35
66,0.085060293878662,0.10077970049855603,97.25
67,0.08523390854691246,0.09732353492543207,97.28
68,0.0855135900236305,0.09828496952842745,97.43
69,0.0843061581305723,0.09652688658820768,97.49
70,0.08443298541717013,0.1006958674614753,97.26
71,0.08473896241341985,0.09793188457761672,97.5
72,0.08465786141490464,0.09542819706735192,97.43
73,0.08466697121154977,0.09493859349463858,97.5
74,0.08439066183026675,0.0959959471584323,97.42
75,0.08395702003666246,0.10126793499344251,97.31
76,0.08501836094752062,0.09433559181240889,97.43
77,0.08391423885805727,0.09621273087512887,97.38
78,0.08421739887920954,0.0977775749745329,97.41
79,0.08424591196273372,0.09663795587450086,97.36
80,0.08411930481512127,0.09682455928109811,97.35
81,0.08391895716401945,0.09688491480554441,97.41
82,0.08349085260346714,0.09812791443137935,97.35
83,0.0832920019253472,0.09760845605941024,97.35
84,0.08349958640675982,0.10699048141644525,97.02
85,0.08313937433361676,0.09707166720919767,97.38
86,0.08265430615529967,0.09742373213773688,97.54
87,0.08338967581203854,0.09761620653849107,97.36
88,0.08355539957730154,0.09855881356436746,97.28
89,0.08294070890841293,0.09795305856872788,97.51
90,0.0827684450636014,0.1092359575251894,97.02
91,0.08281195015132892,0.0958609425980109,97.55
92,0.08302703315876898,0.09572181084881719,97.43
93,0.08316247775585363,0.09747132476479727,97.46
94,0.08257998899220698,0.10236401207298107,97.3
95,0.08275593636939765,0.0932438094475324,97.56
96,0.08226653630655416,0.09795392210645035,97.44
97,0.0825356949810825,0.09794391218770195,97.39
98,0.08261344041668213,0.09936298260048189,97.22
99,0.08261719295198142,0.10576822903949654,97.02
